cleaned_content,sentiment
"aplikasi tidak niat, bug dimana-mana, tinggal bayar saja di persulit tidak bisa buat pesan tiket, mending tidak hapus saja aplikasi nya kalau tidak ada solusinya.",0
bagus,1
keluar akun mulu . tidak jelas,0
"saya sangat puas dengan pelayanan transjakarta! armada yang modern, sopir yang ramah, dan rute yang strategis membuat saya nyaman berangkat kerja setiap hari. tarifnya juga sangat terjangkau! saya sangat merekomendasikan transjakarta kepada teman-teman yang ingin menggunakan transportasi umum yang nyaman dan efisien.",1
aplikasi ringan dan tidak ribet jadi memudahkan penggunanya the best deh buat aplikasi ini,1
"mau pembayaran saja susah nya meminta ampun pakai cara ini cara itu semua ya gagal semuanya error ,mau psen tiket saja ribet",0
"aplikasi akses kai sangat membantu saya sebagai pelanggan, semoga kedepan bisa lebih mudah, lebih baik dan ada promo serta diskon",1
"pembatalan super ribet, saya pesan untuk orang tua pakai akun saya tidak bisa dibatalkan, aneh sehatusnya tetap bisa karena saya yang memesan menggunakan akun saya, harus ke stasiun yang itu tidak memungkinkan proses lama lelet aplikasi dibuat harusnya untuk mepmpermudah",0
fitur aplikasinya lengkap dan mudah digunakan,1
sip walau lemot,1
"aplikasi nya tidak jelas, setiap mau beli tiket selalu tidak bisa, tapi giliran di cek di hp lain bisa.",0
"sudah pesan tiket dan sudah bayar, tapi tidak dapat tiket keretanya",0
lebih mudah mesen tiket pakai akses by kai,1
semoga terujud untuk kemakmuran rakyat indonesia,1
mantap,1
mantap,1
sangat terbantu,1
ok,1
"ini katanya pengembalian 100% karena ada kereta anjlok di subang, tapi di aplikasi masih kepotong 25%, tolong jangan korupsi kai !",0
ups! jadwal tidak ditemukan jadwal yang anda pilih belum tersedia tidak menemukan tiket? anda dapat mencoba connecting train. apaan itu semua jadwal isinya itu semua,0
"kecewa sama aplikasi, saya sudah war tiket untuk tanggal 6 april jam 00.00, sampai pukul 00.53 tidak bisa melakukan pembayaran. sampai saya uninstall dan instal ulang tetap tidak bisa.",0
mudah dan murah,1
jokowi thanks,1
"kai nih kenapa sih, minimal kalau ada update sistem ada notif atau apa kayak, aku mau beli tiket jadi ketunda anjir, gara-gara tidak bisa login tolong dong sampai sekarang belum bisa login jir, ini bagaimana cara beli tiketnya jir kalau tidak busa login",0
bagus banget,1
"dengan aplikasi transjakarta, manajemen pengaturan waktu perjalanan lebih efisien, pengecekan real time, dengan adanya aplikasi transjakarta perjalanan lebih mudah",1
"aplikasi transjakarta ini sangat membantu banget, bisa mantau rute bus dan tidak ribet, pokoknya jadi mempermudah banget deh, keren aplikasi transjakarta.",1
ok banget,1
keren,1
bagus,1
ok,1
semakin mudah menggunakan kereta api sebagai moda transportasi umum.,1
mau lengkapi data saja gagal terus. padahal sudah hapus akun balik lagi bikin yang baru tetap tidak bisa mau jadi member basic nya sudah verifikasi email baru tetap saja tidak bisa digunakan,0
agak lambat,1
layanan pembelian tiket lebih mudah dan terjangkau melalui kai akses. mau reschedule tiket dan refund juga terlayani dengan baik. semua layanan tidak harus datang ke loket maupun customer service,1
bagus banget aplikasinya,1
mantab,1
yuk buruan pakai transjakarta di jamin puas terhadap aplikasi nya,1
"aplikasi tidak jelas , sudah pesan tiket sudah payment tiket tidak muncul. sudah coba 3 kali dan bahkan pakai akun berbeda tetap sama. sudah ajukan komplain tetapi tidak di respon cepat suruh menunggu karena dalam antrian terus. aplikasi tidak jelas penipuan !",0
perjalanan menyenangkan,1
"sudah 2x kejadian, berhasil pesan, keluar kode qris, berhasil bayar tapi tiket tidak muncul, padahal mau pesan sampai berhasil pesan saja sudah sulit, begitu berhasil bayar malah tiket tidak muncul, apa maunya aplikasi ini",0
ok,1
sudah bayar awalnya tiketnya ada tibatiba beosknya mau berangkat tiket hilang tidak ada di kai akses,0
bagus sekali,1
ok,1
"aplikasinya sangat membantu untuk pengguna transjakarta! bus datang fitur pencarian rute dan halte terdekatnya akurat banget, pelacakan bus juga memudahkan biar tidak menunggu terlalu lama. tampilan aplikasinya simpel dan mudah dipahami, cocok buat pengguna baru.",1
baik,1
"ini sih oke banget tampilannya sederhana mudah dipahami, fitur fiturnya sangat pas mempermudah pengguna",1
setiap kali pembelian tiket ekonomi mulai pukul 00.00 sampai pagi tidak bisa. aplikasi error mohon di tingkatkan untuk aplikasi kai. dari jaman dulu tidak ada peningkatan sama sekali wajah berpikir wajah berpikir wajah sangat marah wajah sangat marah,0
mantap aplikasinya,1
mempermudah melacak bus terdekat jempol ke atas,1
"servernya lemot, sudah terlanjur topup saldo buat beli tiket malah tidak bisa buat pesan tiket lokal, padahal pesan tiket buat mudik 7 hari sebelum jadwal berangkat malah tidak bisa,di tinggal sholat subuh sebentar tiket sudah habis aplikasi bosok",0
kaipaynya sulit ferifikasi berkali kali menunggu sms otp tidak nungul nunggul,0
bepergian menikmati pemandangan dan bebas hambatan enaknya kak jempol ke atas,1
tidak bisa daftar .baru memasuki password sudah failed,0
"keren oy. pakai aplikasi transjakarta ini memudahkan kita dalam perjalanan. kita jadi tau kapan jadwalnya dan kemana saja rutenya, semua urusan jadi lancar. recomended banget deh pokoknya buat kalian yang mau naik transjakarta",1
eh niat bikin perusaan tidak sih lu arah kalibata ke kuningan lama banget waktu kerja kocak sudah suruh mengantri ketahuan naik angkot yang bayar tidak ada yang ramah sopir lu minimal kalau bikin perusaan ajarkan etitud buat karyawan rem mendadak terus yang benar kalau punya perusahaan kalau tidak niat tutup saja sudah,0
makin di update bukannya makin bagus malah jelek. data busnya kalau dulu langsung muncul sekarang data busnya loadingnya lama banget jadi susah tau,0
"beli tiket trans jakarta online via astra pay, saldo sudah terpotong tapi tiket tidak ada alias tidak kebeli. lihat dilaman pembelian tiket, tidak ada. sudah di uninstall, terus diinstal ualng lagi tetap saja tiketnya tidak ada. kemana larinya itu uang pembelian tiket? hah!",0
menbatu,1
saldo kai kepotong tapi tiket yang sudah di beli tidak muncul!,0
bahagia,1
bagus,1
kenapa sih habis update paswordny malah tidak bisa login ini bagaimana ya maksdnya tolong lah masak habis di update malah menyusahkan begini dipakai ya masih enak sebelum di update mlahan .,0
membantu informasi jadwal mrt,1
aplikasinya sangat bermanfaat.,1
"tolong perbaiki server kalian, saya memesan tiket selalu muncul tulisan ""timeout"" terus",0
pertahankan pelayanan baik,1
aplikasi burik. menyebalkan. order tiket gagal tapi duid di kai pay sudah berkurang. ngechat admin melalui layanan wa bot terus yang balas. alesan admin sibuk. makin kesini makin tidak benar nih aplikasi. sudah begitu akun tiba-tiba keluar sendiri. masuk malah tidak bisa. makin tidak karuan buriknya nih aplikasi,0
sangat membantu saya,1
akses kai top banget deh,1
nice application,1
sangat membantu peminat transportasi kereta pada umum nya,1
bagus job,1
kai ok,1
bagus,1
sangat membantu untuk transportasi,1
ok,1
memudahkan,1
"aplikasi transjakarta memudahkan aktivitas saya, dan cara kerja aplikasi ini juga tidak ribet dan sangat praktis, pokoknya mantap deh",1
"susah di akses, kembalikan ke offline saja",0
bagus,1
bagus,1
baik,1
ngebug jaklingko waiting terus,0
bagus,1
mohon diperbayak kereta arus balik,1
sangat baik dan mempermudah customer,1
"sumpah ini kenapa error, mau sekolah jadi tidak bisa sekolah gara² aplikasi error ini, mau nangis bagaimana ini lain kali jangan error dong, yang terburu² juga susah",0
aplikasinya gampang digunakan serta fiturnya mudah dipahami sangat membantu saya untuk memilih rute tujuan dan terkini,1
mau login tidak bisa hari ini.ada apa?apa sudah nonaktif aplikasinya?ligin nomor maupun google sudah tidak bisa,0
wah,1
cukup bagus,1
"apaan, jadwalnya tidak muncul. kereta lokal/antar kota. padahal sudah premium",0
"aplikasinya sering keluar lemot, mau pesan batalin isi identitas lama",0
mantap,1
bagus untuk yang suka naik mrt jakarta,1
"memudahkan saya untuk keluar kota, pelayanannya sangat perlu diacungi jempol.bagus banget pokoknya sukses terus jempol ke atas",1
"aplikasi sahabat tj ( transjakarta ) benar-benar jadi teman perjalanan sehari-hari. fitur informasinya lengkap, rute mudah dicari, dan update kedatangan bus cukup akurat. desainnya sederhana tapi nyaman dipakai. rasanya lebih tenang naik transjakarta karena ada aplikasi ini. terima kasih sudah membantu warga jakarta bepergian dengan lebih praktis dan aman! hati merah",1
"aplikasi tidak guna. cari jalur, semuanya belum masuk jalur katanya. jelas-jelas mobil jak nya wara wiri. tidak guna banget!",0
pakai aplikasi transjateng jadi semakin mudah,1
perbaikan terus,0
"setiap ada event di jis, server selalu error",0
ajib,1
cukup membantu sekali,1
"tidak banget, kalau mau pesan yang lokal servernya sering error down sering banget erornya, padahal dulu tidak kayak begitu",0
memudahkan,1
bagus,1
terimakasih semua baik,1
bermanfaat banget,1
aku suka banget memakai akses by kai,1
saya kasih bintang dua karena sebelum sebelumnya saya sudah pakai 3 kali dari arah klaten ke jogja dan begitu juga sebaliknya meminta tolong sama pembuat aplikasi di maksimalkan dong masak orang sudah benar masukkan pin malah di bilang salah.terus itu saya meminta kirim ke email saya karen salah pin malah lemot banget padahal lancar banget data seluler saya.mohon di perbaiki biar tidak merepotkan yang lain juga.itu saja dari saya melipat tangan warna kulit cerah-sedang melipat tangan warna kulit cerah-sedang,0
"tolong,untuk pembelian tiket kereta api untuk 1 ktp hanya maks beli 2 orang dan kalau beli banyak harus ke kantor kai langsung.supaya tiket tidak langka lagi.khususnya buat kerata api jurusan lampung palrmbang palembang - linggau.terimakasih",0
semoga bp jadi pemimpin negeri ini. amin,1
"aplikasi ini sangat membantu cocok buat orang yang mau berpergian tanpa menggunakan kendaraan pribadi, harga nya pun sangat terjangkau pokok nya top deh",1
saya sangat kecewa dengan pelayan nya kai akses terutama dengan perbaikan nya coba saldo di kai pay bisa hilang mending cuman hilang 10.000 rupiah bagaimana kalau yang jutaan rupiah top up nya potongan besar lalu hilang begitu saja pertama harus aktivasi giliran perbaikan sudah selesai malah hilang saldo nya seandainya naik kereta apa waktu zaman dahulu tidak ribet kayak sekarang,0
tidak bisa mengirim kode otp padahal sinyal bagus memang aplikasi gj,0
apaaansi susah banget login balik lagi mulu tidak bisa diandelin kalau butuh,0
sudah sesuai,1
aplikasi sangat membantu,1
bus & rute nya adalah solusi andalan masalah transportasi. aplikasinya pun praktis & sangat membantu. transjakarta semakin di depan. semoga istikamah & terus ber inovasi menjadi lebih baik.,1
ngelag banget aplikasinya,0
"kecewa banget, saat pesan tiket sudah melakukan pembayaran namun tiket tidak keluar padahal pembayaran berhasil, sudah 2 kali seperti ini. saat menghubungkan cal center cuma disuruh kirim bukti pembayaran dan tidak ada kelanjutan lebih lanjut mengenai pengembalian dana.",0
sangat terbantu dengan adanya aplikasi ini,1
ini aplikasi nya memudahkan banget suka sudah jadi langganan kemana mana pakai aplikasi transjakarta karena satset banget suka gaperlu takut ketinggalan deh nyaman juga fasilitasi lengkap suka,1
kai pay hilangkan saldoku .diisi 50rb hilang.payah.hati-hati pakai ovo saja.daripada hilang uangnya.,0
alhamdulillah berhasil dan cepat,1
nice,1
"harus jadi member basic dahulu, daftar member basic tidak bisa, berulang ulang terus habisin pulsa sms saja,",0
"mantap aplikasi sangat membantu sekali , saya suka bisa melihat kedatangan bus secara real time di aplikasi transjakarta",1
"kenapa pas mau ajuin refund pembatalan tiket tidak bisa verif nomer rekening, padahal nnorek yang dipakai itu sama dengan yang dilakukan pembayaran tiket kereta. kualitasnya makin menurun",0
"disini saya pesan tiket tujuan jatinegara saya sudah selesaikan transaksi nya tetapi kenapa di aplikasinya masih dalam status ""pembayaran"", dan sekarang sudah melewati batas pembayaran, jadi otomatis gagal, tapi padahal saya sudah melunasi transaksi nya, uang saya kemana jadinya itu",0
"selalu.,dan selalu. saat momen lebaran untuk pembelian tiket lokal sangat sulit,padahal sudah stanby jam 00.00. tapi alhasil selalu error pada sistem kai,.",0
"tanggapan nya cepat dan bagus,",1
aplikasi yang mempermudah perjalanan kita. dengan mudah dapat menemukan halte terdekat dan tujuan kita.,1
jempol ke atas,1
"aplikasi transjakarta memudahkan saya menemukan bus ,dan fiturnya mudah di pahami",1
sangat membantu,1
pelayanan buruk masa mesin buat isi saldo tidak bisa pada rusak kenapa tidak segara di perbaikan palah pengalaman pertama langsung di kasih beginan ah,0
bagus,1
"aplikasi transjakarta sangat membantu banget buat saya yang sering naik busway setiap hari. informasi rute dan jadwalnya cukup lengkap, dan fitur pelacakan bus juga memudahkan banget buat tahu posisi bus secara real time. desainnya sederhana dan mudah digunakan. semoga ke depannya makin stabil dan fiturnya terus ditingkatkan. jempol ke atas",1
"aplikasi tolol, saldo sudah terpotong tapi tiket tidak muncul di aplikasj",0
mantap,1
baik,1
"masih sering banget error, tidak ada kendala jaringan transaksi pakai spay 2 kali berhasil namun tiket tidak keluar dan masih perihal koneksi servernya sepertinya sering sekali penuh makanya jadi lemot aplikasinya.",0
"aplikasi nya sangat menyulitkan orang tidak mempermudah karena banyak bug nya performa sangat buruk hari ini saya cuma mau cek nomor bangku di aplikasi tapi aplikasi nya tidak bisa berjalan dengan baik saya tidak bisa melihat nomor bangku saya karena aplikasi error terus, untung saja teman saya ingat nomornya, tolong segera diperbaiki!",0
alhamdulillah barakallahu fiikum,1
ok,1
"mau pesan tiket ckr-kita tanggal 27 time out beberapa kali, padahal set penumpang masih 21 jam 12 malam, sampai set penuh tetap tidak bisa pesan.",0
aplikasi ini sangat membantu buat perjalanan saya the best lah pokoknya,1
baik,1
aplikasi yang paling musingkeun di hape. tiap mau pakai kudu update. kudu login yang kadang paswordnya sudah lupa. merepotkan,0
"aplikasinya sangat membantu, navigasi mudah dan real-time info-nya akurat",1
lu update mulu kenapa si,0
bagus job kai,1
"loadingnya lama,tidak bisa buat akun",0
mantap,1
aplikasi rusak,0
"""aplikasi transjakarta yang bikin hidup lebih mudah! gampang banget buat cari rute dan pantau kedatangan bus. fiturnya lengkap dan mudah digunakan. tinggal berharap busnya tepat waktu saja . terima kasih transjakarta untuk pelayanan yang baik!",1
"informatif sekali ya aplikasinya, kalau mau pergi-pergi jadi lebih mudah",1
"kai tidak bisa ganti jadwal dan pembatalan tiket jadi hangus saja, uang hilang hem- -",0
aplikasi tidak guna saldo berkurang tapi tiket nya tidak dapat tolong lah perbaiki pas dichat diwa malah tidak ada solusi yang diberikan,0
ok mantap,1
"makan mie pakai kuah, aplikasi transjakarta wah bintang medium putih bintang medium putih bintang medium putih bintang medium putih bintang medium putih jempol ke atas",1
god,1
setia bersama ke a i,1
tidak bisa ke shope,0
keren,1
keren,1
cepat,1
lebih simple dan responsif dari ap sbelumnya bagus job tj,1
apa ini mau beli tiket dari aplikasi susah pas menerima kode otp gamasuk masuk ke sms,0
pesan jam 12 lebih dikit error penuh banget. payah server nya,0
jempol ke atas,1
beli server bagusan dikit,0
"aplikasi transjakarta berguna banget buat saya yang menggunakan transum sehari harinya, fitur fiturnya juga lengkap seperti lihat jadwal rute busnya jadi bisa tenang karena infonya lengkap dan akurat.",1
"aplikasi transjakarta membantu aku banget di saat aku berkunjung ke kota jakarta, juga bisa menjelajahi kota dengan transportasi umum yang terintegrasi dan mudah digunakan. dapatkan panduan navigasi yang jelas dan mudah diikuti. mantap jiwa wajah tersenyum lebar bermata hati",1
aplikasi nya sangat membantu dan berguna sekali,1
tidak bisa login.,0
mantap,1
aplikasi yang mudah dan gampang di gunakan tidak ribet. mengurangi kemacetan dan harganya pun murah meriah,1
